id_relatorio,setor,descricao_bruta,risco_declarado,temperatura_local
REL-1528,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 760),Médio,28.731051688287927
REL-1529,Segurança,Tudo em conformidade com as normas de segurança. (Ref: 952),Médio,39.4436253394988
REL-1530,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 675),Crítico,36.6327019038388
REL-1531,Segurança,Vazamento de óleo no guindaste durante operação de carga. (Ref: 224),Médio,36.84911877829687
REL-1532,Elétrica,Rachadura identificada no pilar B4 após concretagem. (Ref: 762),Médio,34.49014999040779
REL-1533,Civil,Escada de acesso sem corrimão instalado corretamente. (Ref: 786),Médio,30.184625840811794
REL-1534,Segurança,Material acumulado bloqueando a saída de emergência. (Ref: 958),Médio,37.886853701588386
REL-1535,Segurança,Fiação exposta próxima à área úmida no setor norte. (Ref: 318),Alto,33.47654034232414
REL-1536,Civil,Material acumulado bloqueando a saída de emergência. (Ref: 206),Alto,37.119030422988025
REL-1537,Segurança,Rachadura identificada no pilar B4 após concretagem. (Ref: 703),Alto,31.421762099652295
REL-1538,Hidráulica,Fiação exposta próxima à área úmida no setor norte. (Ref: 174),Médio,25.8243852544748
REL-1539,Hidráulica,Fiação exposta próxima à área úmida no setor norte. (Ref: 654),Crítico,32.93983159979422
REL-1540,Segurança,Fiação exposta próxima à área úmida no setor norte. (Ref: 152),Crítico,35.43824716888987
REL-1541,Elétrica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 5),Alto,36.51950972374129
REL-1542,Civil,Vazamento de óleo no guindaste durante operação de carga. (Ref: 493),Médio,30.46954111505984
REL-1543,Elétrica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 384),Crítico,27.04909822954959
REL-1544,Hidráulica,Tudo em conformidade com as normas de segurança. (Ref: 6),Baixo,27.452901270641505
REL-1545,Civil,Vazamento de óleo no guindaste durante operação de carga. (Ref: 880),Crítico,38.559107825884276
REL-1546,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 308),Crítico,29.15588286526348
REL-1547,Elétrica,Rachadura identificada no pilar B4 após concretagem. (Ref: 502),Crítico,28.120737106934808
REL-1548,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 744),Alto,38.13804407196463
REL-1549,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 411),Baixo,39.09614804672266
REL-1550,Civil,Fiação exposta próxima à área úmida no setor norte. (Ref: 773),Baixo,39.14433583725442
REL-1551,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 637),Médio,34.57604960028045
REL-1552,Segurança,Material acumulado bloqueando a saída de emergência. (Ref: 407),Médio,29.916148823601112
REL-1553,Elétrica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 349),Crítico,35.17061461820728
REL-1554,Elétrica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 552),Baixo,36.36361934810076
REL-1555,Segurança,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 965),Crítico,33.072154903315294
REL-1556,Civil,Escada de acesso sem corrimão instalado corretamente. (Ref: 739),Alto,25.616871948104297
REL-1557,Hidráulica,Rachadura identificada no pilar B4 após concretagem. (Ref: 832),Alto,27.28012143437365
REL-1558,Segurança,Material acumulado bloqueando a saída de emergência. (Ref: 902),Crítico,25.50925874380036
REL-1559,Elétrica,Material acumulado bloqueando a saída de emergência. (Ref: 286),Alto,36.902432642484506
REL-1560,Civil,Fiação exposta próxima à área úmida no setor norte. (Ref: 168),Alto,30.13913628176044
REL-1561,Hidráulica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 689),Crítico,30.80506208139298
REL-1562,Civil,Rachadura identificada no pilar B4 após concretagem. (Ref: 756),Médio,27.925968398400403
REL-1563,Hidráulica,Tudo em conformidade com as normas de segurança. (Ref: 86),Crítico,29.461845586083655
REL-1564,Civil,Vazamento de óleo no guindaste durante operação de carga. (Ref: 575),Baixo,34.89746317533522
REL-1565,Elétrica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 906),Crítico,28.26690101710707
REL-1566,Civil,Rachadura identificada no pilar B4 após concretagem. (Ref: 936),Médio,36.494935342907354
REL-1567,Hidráulica,Rachadura identificada no pilar B4 após concretagem. (Ref: 496),Baixo,38.17509229220482
REL-1568,Segurança,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 132),Baixo,33.8632905803327
REL-1569,Hidráulica,Tudo em conformidade com as normas de segurança. (Ref: 548),Médio,30.46531186046094
REL-1570,Civil,Fiação exposta próxima à área úmida no setor norte. (Ref: 634),Crítico,39.96973502004898
REL-1571,Civil,Vazamento de óleo no guindaste durante operação de carga. (Ref: 131),Médio,38.679360910696474
REL-1572,Hidráulica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 912),Crítico,29.79444793545931
REL-1573,Hidráulica,Fiação exposta próxima à área úmida no setor norte. (Ref: 441),Médio,31.551443970157912
REL-1574,Segurança,Tudo em conformidade com as normas de segurança. (Ref: 933),Baixo,27.96762433603404
REL-1575,Segurança,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 779),Crítico,27.652083352742036
REL-1576,Civil,Vazamento de óleo no guindaste durante operação de carga. (Ref: 593),Médio,37.81315475039558
REL-1577,Civil,Rachadura identificada no pilar B4 após concretagem. (Ref: 217),Médio,27.974184696366425
REL-1578,Hidráulica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 694),Médio,35.47720473377842
REL-1579,Hidráulica,Material acumulado bloqueando a saída de emergência. (Ref: 110),Baixo,37.80031953481686
REL-1580,Civil,Material acumulado bloqueando a saída de emergência. (Ref: 897),Médio,31.895264594782194
REL-1581,Hidráulica,Rachadura identificada no pilar B4 após concretagem. (Ref: 537),Crítico,30.713446563627894
REL-1582,Hidráulica,Material acumulado bloqueando a saída de emergência. (Ref: 302),Médio,27.58296071827133
REL-1583,Segurança,Vazamento de óleo no guindaste durante operação de carga. (Ref: 20),Baixo,34.43782731598013
REL-1584,Hidráulica,Tudo em conformidade com as normas de segurança. (Ref: 412),Médio,36.67376604841816
REL-1585,Elétrica,Rachadura identificada no pilar B4 após concretagem. (Ref: 149),Alto,32.070847000317855
REL-1586,Civil,Escada de acesso sem corrimão instalado corretamente. (Ref: 927),Alto,39.97337097420405
REL-1587,Segurança,Fiação exposta próxima à área úmida no setor norte. (Ref: 597),Alto,37.553567899186184
REL-1588,Elétrica,Tudo em conformidade com as normas de segurança. (Ref: 349),Baixo,31.080623826463572
REL-1589,Segurança,Material acumulado bloqueando a saída de emergência. (Ref: 776),Crítico,32.58137359456688
REL-1590,Civil,Escada de acesso sem corrimão instalado corretamente. (Ref: 308),Crítico,29.028337385484516
REL-1591,Elétrica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 118),Alto,30.4621411022844
REL-1592,Elétrica,Material acumulado bloqueando a saída de emergência. (Ref: 423),Alto,33.8331610542287
REL-1593,Elétrica,Material acumulado bloqueando a saída de emergência. (Ref: 332),Alto,36.12692143984515
REL-1594,Civil,Rachadura identificada no pilar B4 após concretagem. (Ref: 817),Médio,25.884309901805988
REL-1595,Elétrica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 311),Baixo,31.42609156238818
REL-1596,Civil,Material acumulado bloqueando a saída de emergência. (Ref: 268),Médio,29.8947590951625
REL-1597,Elétrica,Fiação exposta próxima à área úmida no setor norte. (Ref: 154),Alto,31.136952665208497
REL-1598,Hidráulica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 908),Crítico,34.23105248298328
REL-1599,Elétrica,Tudo em conformidade com as normas de segurança. (Ref: 15),Crítico,29.568596873409643
REL-1600,Civil,Escada de acesso sem corrimão instalado corretamente. (Ref: 319),Crítico,25.742155862589243
REL-1601,Elétrica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 68),Alto,28.37194234160914
REL-1602,Elétrica,Tudo em conformidade com as normas de segurança. (Ref: 486),Alto,32.24691676540356
REL-1603,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 246),Baixo,34.64188163016101
REL-1604,Hidráulica,Fiação exposta próxima à área úmida no setor norte. (Ref: 461),Médio,35.44432373655897
REL-1605,Civil,Vazamento de óleo no guindaste durante operação de carga. (Ref: 420),Médio,28.37936136782789
REL-1606,Segurança,Vazamento de óleo no guindaste durante operação de carga. (Ref: 911),Alto,25.165902417862053
REL-1607,Segurança,Fiação exposta próxima à área úmida no setor norte. (Ref: 599),Crítico,38.018315336076434
REL-1608,Segurança,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 388),Baixo,27.157538587005117
REL-1609,Civil,Tudo em conformidade com as normas de segurança. (Ref: 970),Alto,38.38904555865821
REL-1610,Segurança,Tudo em conformidade com as normas de segurança. (Ref: 116),Médio,27.70615672786506
REL-1611,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 117),Crítico,39.859983693329085
REL-1612,Hidráulica,Fiação exposta próxima à área úmida no setor norte. (Ref: 113),Alto,28.11318280617616
REL-1613,Civil,Rachadura identificada no pilar B4 após concretagem. (Ref: 337),Crítico,36.051880033678145
REL-1614,Elétrica,Rachadura identificada no pilar B4 após concretagem. (Ref: 103),Alto,26.259462756526208
REL-1615,Hidráulica,Rachadura identificada no pilar B4 após concretagem. (Ref: 989),Baixo,32.32724124409543
REL-1616,Elétrica,Rachadura identificada no pilar B4 após concretagem. (Ref: 473),Alto,34.00638171950622
REL-1617,Civil,Fiação exposta próxima à área úmida no setor norte. (Ref: 888),Alto,36.46610435584173
REL-1618,Segurança,Rachadura identificada no pilar B4 após concretagem. (Ref: 560),Baixo,39.40288563713073
REL-1619,Segurança,Tudo em conformidade com as normas de segurança. (Ref: 273),Médio,37.680421141446665
REL-1620,Hidráulica,Rachadura identificada no pilar B4 após concretagem. (Ref: 469),Alto,25.061148741551325
REL-1621,Segurança,Vazamento de óleo no guindaste durante operação de carga. (Ref: 529),Alto,28.569702161042358
REL-1622,Civil,Fiação exposta próxima à área úmida no setor norte. (Ref: 377),Baixo,36.37551781011657
REL-1623,Hidráulica,Fiação exposta próxima à área úmida no setor norte. (Ref: 506),Alto,28.067469867084366
REL-1624,Hidráulica,Material acumulado bloqueando a saída de emergência. (Ref: 84),Crítico,36.24745497346515
REL-1625,Elétrica,Material acumulado bloqueando a saída de emergência. (Ref: 293),Alto,26.935121684631824
REL-1626,Segurança,Escada de acesso sem corrimão instalado corretamente. (Ref: 320),Médio,38.65302882122421
REL-1627,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 338),Médio,39.45647630014687
REL-1628,Segurança,Material acumulado bloqueando a saída de emergência. (Ref: 817),Crítico,26.106777344217114
REL-1629,Hidráulica,Fiação exposta próxima à área úmida no setor norte. (Ref: 136),Alto,29.66626420076368
REL-1630,Hidráulica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 486),Baixo,33.91199177616627
REL-1631,Civil,Vazamento de óleo no guindaste durante operação de carga. (Ref: 278),Crítico,38.93480218352675
REL-1632,Hidráulica,Rachadura identificada no pilar B4 após concretagem. (Ref: 17),Alto,31.98285329421701
REL-1633,Elétrica,Tudo em conformidade com as normas de segurança. (Ref: 205),Crítico,25.81105378649915
REL-1634,Civil,Vazamento de óleo no guindaste durante operação de carga. (Ref: 966),Médio,34.90490208750452
REL-1635,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 500),Baixo,29.416453934484995
REL-1636,Elétrica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 946),Crítico,26.624782558515825
REL-1637,Elétrica,Tudo em conformidade com as normas de segurança. (Ref: 107),Baixo,33.342920096866656
REL-1638,Hidráulica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 251),Médio,31.45276944822162
REL-1639,Elétrica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 387),Médio,31.845678027730187
REL-1640,Civil,Tudo em conformidade com as normas de segurança. (Ref: 893),Baixo,39.23517960749594
REL-1641,Elétrica,Tudo em conformidade com as normas de segurança. (Ref: 620),Médio,28.164604265436118
REL-1642,Civil,Escada de acesso sem corrimão instalado corretamente. (Ref: 11),Baixo,25.142008326747863
REL-1643,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 511),Médio,28.380491163884933
REL-1644,Segurança,Fiação exposta próxima à área úmida no setor norte. (Ref: 342),Crítico,27.815940935785513
REL-1645,Civil,Escada de acesso sem corrimão instalado corretamente. (Ref: 761),Médio,39.48926558269554
REL-1646,Elétrica,Fiação exposta próxima à área úmida no setor norte. (Ref: 534),Crítico,36.99211366767494
REL-1647,Elétrica,Rachadura identificada no pilar B4 após concretagem. (Ref: 889),Alto,28.79931789000754
REL-1648,Elétrica,Tudo em conformidade com as normas de segurança. (Ref: 970),Baixo,30.581465593582465
REL-1649,Civil,Fiação exposta próxima à área úmida no setor norte. (Ref: 15),Baixo,27.996224699755523
REL-1650,Elétrica,Fiação exposta próxima à área úmida no setor norte. (Ref: 714),Crítico,30.843688102431887
REL-1651,Segurança,Escada de acesso sem corrimão instalado corretamente. (Ref: 958),Crítico,35.58641831043805
REL-1652,Elétrica,Material acumulado bloqueando a saída de emergência. (Ref: 925),Crítico,25.441045761885118
REL-1653,Segurança,Tudo em conformidade com as normas de segurança. (Ref: 7),Crítico,27.2383909433213
REL-1654,Hidráulica,Fiação exposta próxima à área úmida no setor norte. (Ref: 338),Crítico,29.95231547146762
REL-1655,Segurança,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 872),Crítico,38.56836695615312
REL-1656,Civil,Material acumulado bloqueando a saída de emergência. (Ref: 253),Crítico,32.65952688798403
REL-1657,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 674),Baixo,35.531836558712094
REL-1658,Civil,Escada de acesso sem corrimão instalado corretamente. (Ref: 885),Médio,30.25256893380921
REL-1659,Segurança,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 227),Crítico,33.593415948321294
REL-1660,Civil,Tudo em conformidade com as normas de segurança. (Ref: 658),Alto,31.840254338197823
REL-1661,Hidráulica,Tudo em conformidade com as normas de segurança. (Ref: 168),Baixo,34.30547492758345
REL-1662,Civil,Vazamento de óleo no guindaste durante operação de carga. (Ref: 886),Alto,30.95614934903767
REL-1663,Segurança,Escada de acesso sem corrimão instalado corretamente. (Ref: 6),Baixo,39.39458298921447
REL-1664,Segurança,Vazamento de óleo no guindaste durante operação de carga. (Ref: 156),Baixo,25.08388276148492
REL-1665,Segurança,Tudo em conformidade com as normas de segurança. (Ref: 401),Baixo,34.891238189624005
REL-1666,Hidráulica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 755),Baixo,29.618527456658857
REL-1667,Hidráulica,Fiação exposta próxima à área úmida no setor norte. (Ref: 107),Médio,38.15528691988839
REL-1668,Segurança,Fiação exposta próxima à área úmida no setor norte. (Ref: 574),Crítico,39.17509707303822
REL-1669,Elétrica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 909),Crítico,27.685917013757614
REL-1670,Hidráulica,Tudo em conformidade com as normas de segurança. (Ref: 161),Alto,28.50391136578633
REL-1671,Hidráulica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 679),Médio,32.488714680396434
REL-1672,Hidráulica,Escada de acesso sem corrimão instalado corretamente. (Ref: 181),Baixo,35.06732986268379
REL-1673,Elétrica,Rachadura identificada no pilar B4 após concretagem. (Ref: 39),Alto,38.8649808175615
REL-1674,Hidráulica,Fiação exposta próxima à área úmida no setor norte. (Ref: 748),Crítico,27.40341818622357
REL-1675,Segurança,Fiação exposta próxima à área úmida no setor norte. (Ref: 705),Crítico,39.16861994141234
REL-1676,Civil,Material acumulado bloqueando a saída de emergência. (Ref: 684),Baixo,36.77511020685457
REL-1677,Civil,Material acumulado bloqueando a saída de emergência. (Ref: 42),Crítico,34.105393851572686
REL-1678,Civil,Vazamento de óleo no guindaste durante operação de carga. (Ref: 747),Crítico,33.546802643926014
REL-1679,Hidráulica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 874),Alto,36.18496004144808
REL-1680,Civil,Fiação exposta próxima à área úmida no setor norte. (Ref: 221),Crítico,30.316620417910087
REL-1681,Civil,Vazamento de óleo no guindaste durante operação de carga. (Ref: 229),Crítico,32.11368449810207
REL-1682,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 79),Baixo,28.701701896416424
REL-1683,Civil,Material acumulado bloqueando a saída de emergência. (Ref: 371),Crítico,31.50254401895694
REL-1684,Elétrica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 915),Crítico,28.26989960079645
REL-1685,Hidráulica,Rachadura identificada no pilar B4 após concretagem. (Ref: 719),Alto,36.85974441407535
REL-1686,Civil,Vazamento de óleo no guindaste durante operação de carga. (Ref: 56),Baixo,32.66186757817075
REL-1687,Elétrica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 910),Médio,26.862713965695562
REL-1688,Segurança,Material acumulado bloqueando a saída de emergência. (Ref: 673),Crítico,34.863319885526735
REL-1689,Civil,Escada de acesso sem corrimão instalado corretamente. (Ref: 621),Médio,30.7053955794077
REL-1690,Civil,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 588),Alto,28.34419716712281
REL-1691,Segurança,Escada de acesso sem corrimão instalado corretamente. (Ref: 62),Alto,26.92360198592953
REL-1692,Civil,Material acumulado bloqueando a saída de emergência. (Ref: 193),Baixo,29.937225803819796
REL-1693,Elétrica,Fiação exposta próxima à área úmida no setor norte. (Ref: 886),Médio,25.125559539520737
REL-1694,Segurança,Escada de acesso sem corrimão instalado corretamente. (Ref: 188),Crítico,37.26683343434469
REL-1695,Civil,Material acumulado bloqueando a saída de emergência. (Ref: 228),Médio,35.37781648176862
REL-1696,Civil,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 788),Baixo,26.1045333452219
REL-1697,Elétrica,Material acumulado bloqueando a saída de emergência. (Ref: 68),Médio,29.010057514849493
REL-1698,Civil,Fiação exposta próxima à área úmida no setor norte. (Ref: 609),Baixo,27.341077682321338
REL-1699,Elétrica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 592),Baixo,25.979040627953434
REL-1700,Civil,Tudo em conformidade com as normas de segurança. (Ref: 665),Médio,30.63340197151272
REL-1701,Civil,Material acumulado bloqueando a saída de emergência. (Ref: 284),Baixo,29.077449684945886
REL-1702,Civil,Vazamento de óleo no guindaste durante operação de carga. (Ref: 726),Crítico,29.656367149565746
REL-1703,Segurança,Material acumulado bloqueando a saída de emergência. (Ref: 157),Alto,27.31204222500491
REL-1704,Civil,Tudo em conformidade com as normas de segurança. (Ref: 544),Baixo,27.996389137449356
REL-1705,Hidráulica,Rachadura identificada no pilar B4 após concretagem. (Ref: 303),Crítico,31.436065404943342
REL-1706,Civil,Tudo em conformidade com as normas de segurança. (Ref: 203),Baixo,25.59066379237845
REL-1707,Segurança,Tudo em conformidade com as normas de segurança. (Ref: 278),Baixo,26.207434773842706
REL-1708,Hidráulica,Escada de acesso sem corrimão instalado corretamente. (Ref: 643),Médio,39.75797139670445
REL-1709,Segurança,Vazamento de óleo no guindaste durante operação de carga. (Ref: 201),Baixo,34.1149338052909
REL-1710,Segurança,Vazamento de óleo no guindaste durante operação de carga. (Ref: 265),Médio,26.64696490163406
REL-1711,Hidráulica,Escada de acesso sem corrimão instalado corretamente. (Ref: 143),Crítico,36.406088434145296
REL-1712,Hidráulica,Material acumulado bloqueando a saída de emergência. (Ref: 309),Crítico,39.81631396508002
REL-1713,Hidráulica,Tudo em conformidade com as normas de segurança. (Ref: 516),Alto,26.511768984921748
REL-1714,Civil,Fiação exposta próxima à área úmida no setor norte. (Ref: 937),Alto,29.51638103845613
REL-1715,Hidráulica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 868),Crítico,26.116624414192515
REL-1716,Segurança,Escada de acesso sem corrimão instalado corretamente. (Ref: 572),Crítico,31.25797368553371
REL-1717,Hidráulica,Escada de acesso sem corrimão instalado corretamente. (Ref: 595),Crítico,35.37376947619456
REL-1718,Segurança,Tudo em conformidade com as normas de segurança. (Ref: 325),Médio,28.89381205746339
REL-1719,Hidráulica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 429),Alto,27.82256385300704
REL-1720,Segurança,Fiação exposta próxima à área úmida no setor norte. (Ref: 816),Médio,37.95663553597312
REL-1721,Hidráulica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 160),Médio,27.264300740401424
REL-1722,Elétrica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 39),Crítico,26.790567296398276
REL-1723,Civil,Rachadura identificada no pilar B4 após concretagem. (Ref: 357),Baixo,34.89037490645345
REL-1724,Segurança,Vazamento de óleo no guindaste durante operação de carga. (Ref: 904),Alto,27.402256270124308
REL-1725,Segurança,Vazamento de óleo no guindaste durante operação de carga. (Ref: 874),Crítico,29.76879439236795
REL-1726,Elétrica,Material acumulado bloqueando a saída de emergência. (Ref: 615),Alto,37.276213672014954
REL-1727,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 606),Crítico,35.72880912419082
REL-1728,Civil,Rachadura identificada no pilar B4 após concretagem. (Ref: 710),Baixo,38.80159161945514
REL-1729,Civil,Tudo em conformidade com as normas de segurança. (Ref: 169),Baixo,27.633833044802763
REL-1730,Civil,Fiação exposta próxima à área úmida no setor norte. (Ref: 967),Baixo,34.984776883363566
REL-1731,Hidráulica,Rachadura identificada no pilar B4 após concretagem. (Ref: 353),Alto,38.00333049184977
REL-1732,Segurança,Rachadura identificada no pilar B4 após concretagem. (Ref: 534),Alto,30.49495624862604
REL-1733,Segurança,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 684),Baixo,31.21258457076607
REL-1734,Civil,Fiação exposta próxima à área úmida no setor norte. (Ref: 64),Médio,30.19658038670483
REL-1735,Hidráulica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 38),Crítico,34.620075143556946
REL-1736,Elétrica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 990),Médio,34.97096859201359
REL-1737,Segurança,Fiação exposta próxima à área úmida no setor norte. (Ref: 861),Crítico,39.986422281157004
REL-1738,Civil,Fiação exposta próxima à área úmida no setor norte. (Ref: 115),Baixo,34.95530362333669
REL-1739,Hidráulica,Escada de acesso sem corrimão instalado corretamente. (Ref: 963),Médio,39.590703990834825
REL-1740,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 105),Alto,39.952024544702404
REL-1741,Civil,Escada de acesso sem corrimão instalado corretamente. (Ref: 186),Alto,27.316058977292844
REL-1742,Civil,Rachadura identificada no pilar B4 após concretagem. (Ref: 563),Crítico,26.83475418307052
REL-1743,Hidráulica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 511),Crítico,31.837450968666438
REL-1744,Civil,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 465),Baixo,35.24271095847081
REL-1745,Hidráulica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 877),Baixo,32.594403365784004
REL-1746,Civil,Escada de acesso sem corrimão instalado corretamente. (Ref: 648),Alto,26.119848501266592
REL-1747,Civil,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 989),Crítico,26.02380923487253
REL-1748,Segurança,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 254),Alto,37.93352857773664
REL-1749,Segurança,Tudo em conformidade com as normas de segurança. (Ref: 505),Baixo,34.02696434698165
REL-1750,Segurança,Material acumulado bloqueando a saída de emergência. (Ref: 870),Médio,34.477349341197225
REL-1751,Elétrica,Rachadura identificada no pilar B4 após concretagem. (Ref: 330),Alto,28.10853150404038
REL-1752,Elétrica,Fiação exposta próxima à área úmida no setor norte. (Ref: 127),Médio,34.61039307925771
REL-1753,Elétrica,Tudo em conformidade com as normas de segurança. (Ref: 157),Médio,26.150122066731743
REL-1754,Elétrica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 76),Baixo,32.09465888422487
REL-1755,Civil,Vazamento de óleo no guindaste durante operação de carga. (Ref: 936),Médio,31.48690342327125
REL-1756,Civil,Tudo em conformidade com as normas de segurança. (Ref: 823),Crítico,27.44516762007629
REL-1757,Hidráulica,Rachadura identificada no pilar B4 após concretagem. (Ref: 408),Baixo,33.87380730045609
REL-1758,Civil,Rachadura identificada no pilar B4 após concretagem. (Ref: 214),Baixo,33.8468968068667
REL-1759,Civil,Vazamento de óleo no guindaste durante operação de carga. (Ref: 283),Baixo,32.131771182330525
REL-1760,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 190),Baixo,26.738722427804532
REL-1761,Civil,Escada de acesso sem corrimão instalado corretamente. (Ref: 593),Médio,34.18732506372063
REL-1762,Hidráulica,Escada de acesso sem corrimão instalado corretamente. (Ref: 363),Baixo,30.246093822536324
REL-1763,Civil,Tudo em conformidade com as normas de segurança. (Ref: 284),Alto,26.956166298781824
REL-1764,Civil,Material acumulado bloqueando a saída de emergência. (Ref: 428),Baixo,29.654039691101314
REL-1765,Segurança,Escada de acesso sem corrimão instalado corretamente. (Ref: 282),Baixo,30.044786441883375
REL-1766,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 892),Crítico,37.772807077667785
REL-1767,Segurança,Rachadura identificada no pilar B4 após concretagem. (Ref: 920),Alto,32.61688568467028
REL-1768,Civil,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 923),Crítico,36.29813959334393
REL-1769,Hidráulica,Tudo em conformidade com as normas de segurança. (Ref: 127),Médio,25.125577736300627
REL-1770,Segurança,Rachadura identificada no pilar B4 após concretagem. (Ref: 53),Baixo,38.84782413507624
REL-1771,Hidráulica,Escada de acesso sem corrimão instalado corretamente. (Ref: 745),Alto,32.58897474360617
REL-1772,Civil,Vazamento de óleo no guindaste durante operação de carga. (Ref: 961),Crítico,34.87918046458431
REL-1773,Segurança,Fiação exposta próxima à área úmida no setor norte. (Ref: 123),Médio,37.61623928298923
REL-1774,Civil,Rachadura identificada no pilar B4 após concretagem. (Ref: 510),Crítico,25.145023820895222
REL-1775,Elétrica,Tudo em conformidade com as normas de segurança. (Ref: 231),Médio,29.224236406962817
REL-1776,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 565),Crítico,33.60302315067223
REL-1777,Hidráulica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 834),Alto,28.63580891291895
REL-1778,Elétrica,Fiação exposta próxima à área úmida no setor norte. (Ref: 404),Baixo,31.658630309102982
REL-1779,Segurança,Vazamento de óleo no guindaste durante operação de carga. (Ref: 927),Baixo,37.59454473873586
REL-1780,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 79),Baixo,27.89744180176678
REL-1781,Elétrica,Fiação exposta próxima à área úmida no setor norte. (Ref: 696),Médio,32.61055271398065
REL-1782,Civil,Rachadura identificada no pilar B4 após concretagem. (Ref: 399),Médio,33.936247109588535
REL-1783,Elétrica,Fiação exposta próxima à área úmida no setor norte. (Ref: 720),Alto,27.654536722310198
REL-1784,Civil,Rachadura identificada no pilar B4 após concretagem. (Ref: 863),Crítico,25.637718431301135
REL-1785,Civil,Fiação exposta próxima à área úmida no setor norte. (Ref: 970),Crítico,29.69878690979843
REL-1786,Segurança,Tudo em conformidade com as normas de segurança. (Ref: 441),Alto,27.355090043452982
REL-1787,Civil,Fiação exposta próxima à área úmida no setor norte. (Ref: 716),Crítico,30.83430637942747
REL-1788,Elétrica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 717),Crítico,29.1331468883307
REL-1789,Civil,Rachadura identificada no pilar B4 após concretagem. (Ref: 873),Crítico,37.157564085286715
REL-1790,Hidráulica,Material acumulado bloqueando a saída de emergência. (Ref: 378),Crítico,37.20936856042234
REL-1791,Hidráulica,Tudo em conformidade com as normas de segurança. (Ref: 480),Alto,39.36527584159197
